,Unnamed: 0,Gender,Ever_Married,Age,Graduated,Profession,Work_Experience,Spending_Score,Family_Size,Var_1,Segmentation
10405,10405,Female,Yes,52,No,Engineer,9.0,Low,,Cat_6,B
10406,10406,Female,Yes,37,Yes,Doctor,9.0,Average,4.0,Cat_2,C
10408,10408,Female,No,38,Yes,Artist,9.0,Low,2.0,Cat_6,D
10409,10409,Female,Yes,68,No,Artist,6.0,Average,3.0,Cat_6,C
10414,10414,Male,No,33,Yes,Healthcare,8.0,Low,4.0,Cat_2,D
10422,10422,Male,Yes,72,Yes,Artist,2.0,Low,1.0,Cat_6,B
10426,10426,Female,No,39,Yes,Artist,7.0,Low,1.0,Cat_6,D
10428,10428,Male,Yes,31,Yes,Entertainment,8.0,Average,2.0,Cat_6,B
10431,10431,Female,No,31,No,Entertainment,9.0,Low,4.0,Cat_6,C
10434,10434,Female,Yes,62,Yes,Artist,2.0,Average,3.0,Cat_6,C
10435,10435,Male,No,40,,Artist,8.0,Low,2.0,Cat_6,C
10437,10437,Female,No,38,No,Artist,13.0,Low,2.0,Cat_4,D
10438,10438,Female,No,32,Yes,Artist,4.0,Low,4.0,Cat_2,A
10439,10439,Male,No,42,Yes,Doctor,9.0,Low,1.0,Cat_6,B
10449,10449,Male,Yes,37,No,Entertainment,2.0,Low,3.0,Cat_6,A
10452,10452,Male,No,41,Yes,Entertainment,7.0,Low,2.0,Cat_1,D
10454,10454,Male,No,31,Yes,Entertainment,6.0,Low,1.0,Cat_6,A
10464,10464,Female,Yes,47,Yes,Doctor,8.0,Average,2.0,Cat_6,C
10465,10465,Male,Yes,51,Yes,Executive,7.0,High,4.0,Cat_6,C
10468,10468,Female,Yes,42,Yes,Artist,5.0,Average,2.0,Cat_4,A
10475,10475,Female,No,46,No,Entertainment,4.0,Low,,Cat_4,A
10476,10476,Male,Yes,32,No,,5.0,Average,3.0,Cat_6,B
10480,10480,Female,Yes,66,No,Engineer,6.0,Average,4.0,Cat_5,B
10485,10485,Male,Yes,35,No,Artist,4.0,Average,2.0,Cat_6,B
10486,10486,Female,Yes,84,Yes,Lawyer,3.0,High,2.0,Cat_6,A
10490,10490,Male,Yes,41,Yes,Artist,8.0,Low,2.0,Cat_6,B
10498,10498,Female,Yes,41,No,Engineer,3.0,High,2.0,Cat_6,C
10499,10499,Female,No,33,Yes,Doctor,9.0,Low,2.0,Cat_6,A
10501,10501,Female,No,35,No,Artist,7.0,Low,4.0,Cat_6,A
10511,10511,Male,Yes,32,Yes,Entertainment,9.0,Average,2.0,Cat_6,D
10514,10514,Male,Yes,60,Yes,Entertainment,7.0,Average,4.0,Cat_2,B
10518,10518,Female,No,43,Yes,Engineer,8.0,Low,2.0,Cat_4,A
10521,10521,Female,Yes,53,Yes,Artist,2.0,Low,1.0,Cat_6,C
10523,10523,Male,Yes,38,Yes,Artist,3.0,Average,4.0,Cat_6,B
10524,10524,Male,No,39,Yes,Entertainment,5.0,Low,1.0,Cat_6,A
10535,10535,Male,Yes,42,Yes,Artist,6.0,Low,3.0,Cat_6,A
10536,10536,Female,No,35,Yes,Engineer,4.0,Low,1.0,Cat_6,A
10539,10539,Male,Yes,65,Yes,Artist,4.0,Low,,Cat_6,B
10541,10541,Female,No,43,Yes,Artist,7.0,Low,9.0,Cat_6,B
10548,10548,Female,No,31,Yes,Healthcare,4.0,Low,3.0,Cat_6,B
10549,10549,Male,Yes,39,Yes,Artist,9.0,Average,2.0,Cat_2,B
10551,10551,Male,,35,Yes,Artist,3.0,Average,2.0,Cat_6,C
10552,10552,Male,Yes,45,No,Executive,10.0,High,3.0,Cat_6,C
10557,10557,Female,No,31,No,Healthcare,6.0,Low,3.0,Cat_6,C
10559,10559,Female,Yes,53,No,Engineer,3.0,Low,1.0,Cat_6,A
10560,10560,Female,No,38,No,Artist,2.0,Low,2.0,Cat_6,B
10565,10565,Male,Yes,31,No,Executive,9.0,Average,2.0,Cat_6,A
10566,10566,Male,Yes,61,Yes,Artist,2.0,Low,2.0,Cat_6,B
10567,10567,Male,Yes,49,Yes,Executive,2.0,High,4.0,Cat_2,B
10568,10568,Male,Yes,88,Yes,Artist,4.0,Low,2.0,Cat_6,A
10574,10574,Female,No,38,Yes,Artist,2.0,Low,1.0,,A
10575,10575,Female,No,33,Yes,Engineer,9.0,Low,2.0,Cat_6,A
10580,10580,Female,Yes,37,Yes,Homemaker,3.0,High,3.0,Cat_6,A
10584,10584,Male,No,35,Yes,Entertainment,13.0,Low,2.0,Cat_4,C
10590,10590,Female,Yes,37,Yes,Doctor,8.0,Average,4.0,Cat_2,A
10593,10593,Male,Yes,51,No,Artist,2.0,Average,4.0,Cat_7,C
10594,10594,Male,Yes,47,No,Entertainment,9.0,Average,6.0,Cat_6,C
10597,10597,Female,No,41,Yes,Artist,4.0,Low,1.0,Cat_6,D
10599,10599,Female,Yes,36,Yes,Engineer,3.0,Low,1.0,Cat_6,B
10600,10600,Male,Yes,37,Yes,Entertainment,4.0,Low,1.0,Cat_6,B
10603,10603,Male,No,31,Yes,,6.0,Low,1.0,Cat_4,D
10605,10605,Female,No,38,Yes,Artist,8.0,Low,1.0,Cat_6,A
10610,10610,Female,Yes,33,Yes,Engineer,9.0,Low,2.0,Cat_6,D
10613,10613,Female,No,38,Yes,Artist,7.0,Low,2.0,Cat_6,B
10615,10615,Male,Yes,31,Yes,Healthcare,7.0,Low,2.0,Cat_6,A
10624,10624,Male,No,32,No,Doctor,5.0,Low,1.0,Cat_7,D
10638,10638,Female,Yes,43,Yes,Homemaker,8.0,High,2.0,Cat_6,A
10640,10640,Male,No,40,Yes,Doctor,12.0,Low,1.0,Cat_2,D
10641,10641,Male,Yes,56,Yes,Entertainment,2.0,Average,2.0,Cat_6,D
10666,10666,Female,Yes,50,Yes,Artist,2.0,Low,1.0,Cat_6,B
10671,10671,Female,Yes,47,Yes,Artist,7.0,Average,2.0,Cat_6,C
10679,10679,Female,No,35,Yes,Artist,9.0,Low,1.0,Cat_6,B
10680,10680,Female,Yes,40,Yes,Artist,9.0,Average,2.0,Cat_2,B
10683,10683,Female,No,33,No,Homemaker,9.0,Low,1.0,Cat_6,D
10692,10692,Female,No,40,Yes,Entertainment,14.0,Low,1.0,Cat_6,A
